dep;jour;current_hosp;current_critical;total_returned_home;total_death;cumulative_hosp;cumulative_critical;cumulative_death;cumulative_returned_home;new_hosp;new_critical;new_death;new_returned_home;current_men_hosp;current_men_critical;total_men_returned_home;total_men_death;current_women_hosp;current_women_critical;total_women_returned_home;total_women_death
12;2020-04-03;60;11;26;8;92;11;8;25;13;1;1;2;38;9;10;4;22;2;16;4
12;2020-04-04;58;11;31;10;102;13;10;30;10;2;2;5;35;8;14;5;23;3;17;5
12;2020-04-05;56;9;34;12;105;13;12;33;3;0;2;3;33;7;16;6;23;2;18;6
12;2020-04-06;59;9;35;12;111;13;12;34;6;0;0;1;37;7;16;6;22;2;19;6
12;2020-04-07;55;9;42;13;115;13;13;41;4;0;1;7;31;7;23;6;24;2;19;7
12;2020-04-08;52;8;47;14;118;13;14;46;3;0;1;5;30;6;26;7;22;2;21;7
12;2020-04-09;52;9;50;15;122;14;15;49;4;1;1;3;30;6;28;7;22;3;22;8
12;2020-04-10;50;8;56;17;129;16;17;55;7;2;2;6;29;4;31;9;21;4;25;8
12;2020-04-11;55;6;58;17;137;16;17;57;8;0;0;2;30;4;31;9;25;2;27;8
13;2020-03-19;128;20;97;4;94;20;0;44;94;20;0;44;63;11;54;2;65;9;42;2
13;2020-03-20;174;26;108;4;137;24;0;51;43;4;0;7;83;16;58;2;90;10;49;2
13;2020-03-21;203;33;128;4;199;37;0;72;62;13;0;21;92;21;69;2;103;12;58;2
13;2020-03-22;247;41;133;4;247;38;0;83;48;1;0;11;107;25;72;2;112;16;60;2
13;2020-03-23;311;64;168;4;327;54;0;113;80;16;0;30;141;42;93;2;143;22;73;2
13;2020-03-24;369;82;197;7;421;74;3;143;94;20;3;30;179;57;103;4;161;25;92;3
13;2020-03-25;376;82;261;12;502;79;8;208;81;5;5;65;184;56;132;5;168;26;123;7
13;2020-03-26;434;97;309;16;617;101;12;261;115;22;4;53;220;65;151;7;194;32;145;9
13;2020-03-27;525;110;334;20;753;117;16;299;136;16;4;38;285;74;161;8;218;36;160;12
13;2020-03-28;601;124;360;23;862;133;19;326;109;16;3;27;319;82;175;11;253;42;169;12
13;2020-03-29;705;149;364;30;981;160;26;332;119;27;7;6;379;104;178;16;300;45;171;14
13;2020-03-30;811;184;385;35;1117;194;31;354;136;34;5;22;440;126;189;19;343;58;181;16
13;2020-03-31;862;193;485;47;1282;216;43;455;165;22;12;101;472;135;237;28;363;58;230;19
13;2020-04-01;887;209;575;55;1423;245;51;549;141;29;8;94;500;149;284;30;367;60;269;25
13;2020-04-02;946;216;606;65;1529;265;61;582;106;20;10;33;533;155;298;36;391;61;287;29
13;2020-04-03;1022;236;671;79;1689;294;75;649;160;29;14;67;600;170;324;43;404;65;326;34
13;2020-04-04;1040;242;730;90;1787;309;86;711;98;15;11;62;616;173;352;49;405;69;357;38
13;2020-04-05;1095;251;748;96;1865;319;92;730;78;10;6;19;643;178;364;52;432;73;363;41
13;2020-04-06;1169;254;793;121;2014;336;117;775;149;17;25;45;675;180;386;64;476;74;386;54
13;2020-04-07;1074;249;929;137;2081;346;133;913;67;10;16;138;633;175;456;75;425;74;451;59
13;2020-04-08;1107;253;991;144;2215;365;141;984;134;19;8;71;650;173;489;80;444;80;478;61
13;2020-04-09;1045;248;1108;154;2289;376;151;1104;74;11;10;120;622;172;549;83;412;76;533;68
13;2020-04-10;1089;267;1167;160;2416;406;157;1166;127;30;6;62;636;187;578;86;441;80;563;71
13;2020-04-11;1064;264;1223;173;2462;415;170;1222;46;9;13;56;620;185;608;92;433;79;588;78
14;2020-03-19;4;1;1;0;3;0;0;1;3;0;0;1;3;0;0;0;1;1;1;0
14;2020-03-20;4;1;3;1;4;0;1;3;1;0;1;2;2;0;2;1;2;1;1;0
14;2020-03-21;6;3;3;1;11;3;1;4;7;3;0;1;5;2;2;1;1;1;1;0
14;2020-03-22;11;4;3;1;21;5;1;4;10;2;0;0;7;3;2;1;4;1;1;0
14;2020-03-23;26;6;5;1;32;7;1;6;11;2;0;2;15;5;3;1;11;1;2;0
14;2020-03-24;29;10;7;1;37;12;1;8;5;5;0;2;18;9;4;1;11;1;3;0
14;2020-03-25;46;14;7;1;56;17;1;9;19;5;0;1;28;12;3;1;18;2;4;0
14;2020-03-26;51;16;11;1;65;20;1;13;9;3;0;4;32;14;5;1;19;2;6;0
14;2020-03-27;63;21;12;2;81;25;2;14;16;5;1;1;38;17;6;2;25;4;6;0
14;2020-03-28;81;27;16;2;104;34;2;18;23;9;0;4;49;20;8;2;32;7;8;0
14;2020-03-29;93;31;17;2;120;39;2;19;16;5;0;1;56;24;9;2;37;7;8;0
14;2020-03-30;95;31;18;7;127;40;7;20;7;1;5;1;57;22;9;6;38;9;9;1
14;2020-03-31;96;35;22;7;136;44;7;24;9;4;0;4;57;24;11;6;39;11;11;1
14;2020-04-01;111;41;29;8;160;51;8;31;24;7;1;7;63;28;14;7;47;13;15;1
14;2020-04-02;126;46;29;9;179;60;9;31;19;9;1;0;74;34;14;8;51;12;15;1
14;2020-04-03;131;47;37;11;191;68;11;39;12;8;2;8;76;33;18;10;54;14;19;1
14;2020-04-04;130;51;50;13;201;73;13;52;10;5;2;13;78;38;26;11;51;13;24;2
14;2020-04-05;142;54;51;16;216;76;16;53;15;3;3;1;81;40;26;14;60;14;25;2
14;2020-04-06;146;59;58;23;234;81;23;60;18;5;7;7;85;45;31;18;60;14;27;5
14;2020-04-07;151;59;64;26;248;81;26;66;14;0;3;6;88;45;36;21;62;14;28;5
14;2020-04-08;156;57;68;29;261;83;29;70;13;2;3;4;87;43;37;23;68;14;31;5
14;2020-04-09;157;58;71;31;268;85;31;74;7;2;2;4;87;44;38;23;69;14;33;7
14;2020-04-10;165;59;72;32;281;86;32;75;13;1;1;1;89;45;39;24;75;14;33;7
14;2020-04-11;166;55;82;33;290;87;34;85;9;1;2;10;86;41;46;25;79;14;36;8
15;2020-03-19;3;1;0;0;1;0;0;0;1;0;0;0;3;1;0;0;0;0;0;0
15;2020-03-20;4;1;0;0;2;0;0;0;1;0;0;0;3;1;0;0;1;0;0;0
15;2020-03-21;5;1;0;0;3;0;0;0;1;0;0;0;3;1;0;0;2;0;0;0
15;2020-03-22;5;1;0;0;3;1;0;0;0;1;0;0;3;1;0;0;2;0;0;0
15;2020-03-23;5;2;0;0;3;1;0;0;0;0;0;0;3;1;0;0;2;1;0;0
15;2020-03-24;7;3;0;0;5;2;0;0;2;1;0;0;4;1;0;0;3;2;0;0
15;2020-03-25;7;4;1;0;6;3;0;1;1;1;0;1;4;2;1;0;3;2;0;0
15;2020-03-26;6;4;2;0;6;3;0;2;0;0;0;1;3;2;2;0;3;2;0;0
15;2020-03-27;7;4;2;0;7;3;0;2;1;0;0;0;4;2;2;0;3;2;0;0
15;2020-03-28;8;4;2;0;8;3;0;2;1;0;0;0;5;2;2;0;3;2;0;0
15;2020-03-29;8;4;2;0;8;3;0;2;0;0;0;0;5;2;2;0;3;2;0;0
15;2020-03-30;10;4;2;0;11;3;0;2;3;0;0;0;7;2;2;0;3;2;0;0
15;2020-03-31;12;5;2;0;14;4;0;2;3;1;0;0;9;3;2;0;3;2;0;0
15;2020-04-01;12;6;3;0;15;5;0;3;1;1;0;1;9;4;3;0;3;2;0;0
15;2020-04-02;21;7;3;0;23;5;0;4;8;0;0;1;14;5;3;0;7;2;0;0
15;2020-04-03;24;7;3;0;26;7;0;4;3;2;0;0;15;5;3;0;9;2;0;0
15;2020-04-04;25;7;3;0;27;7;0;4;1;0;0;0;15;5;3;0;10;2;0;0
15;2020-04-05;26;7;3;0;29;8;0;4;2;1;0;0;15;5;3;0;11;2;0;0
15;2020-04-06;28;7;3;0;31;8;0;4;2;0;0;0;16;5;3;0;12;2;0;0
15;2020-04-07;26;9;6;0;31;9;0;7;0;1;0;3;16;6;3;0;10;3;3;0
15;2020-04-08;26;9;8;0;33;10;0;9;2;1;0;2;16;6;4;0;10;3;4;0
15;2020-04-09;27;9;9;0;35;10;0;10;2;0;0;1;17;6;5;0;10;3;4;0
15;2020-04-10;27;8;9;0;35;10;0;10;0;0;0;0;17;5;5;0;10;3;4;0
15;2020-04-11;27;7;9;0;35;10;0;10;0;0;0;0;17;5;5;0;10;2;4;0
16;2020-03-19;0;0;2;0;1;0;0;2;1;0;0;2;0;0;1;0;0;0;1;0
16;2020-03-20;1;0;2;0;2;0;0;2;1;0;0;0;1;0;1;0;0;0;1;0
16;2020-03-21;3;1;2;0;4;1;0;2;2;1;0;0;2;1;1;0;1;0;1;0
16;2020-03-22;5;3;2;1;7;3;1;2;3;2;1;0;2;1;1;1;2;1;1;0
16;2020-03-23;6;4;2;1;9;5;1;2;2;2;0;0;3;2;1;1;2;1;1;0
16;2020-03-24;13;4;2;2;17;5;2;2;8;0;1;0;7;2;1;2;5;1;1;0
16;2020-03-25;18;3;2;4;29;6;4;2;12;1;2;0;10;1;1;2;6;1;1;2
16;2020-03-26;19;3;6;4;34;6;4;6;5;0;0;4;10;1;3;2;6;1;2;2
16;2020-03-27;27;5;8;4;44;8;4;8;10;2;0;2;13;1;4;2;11;3;3;2
16;2020-03-28;23;5;12;6;46;9;6;12;2;1;2;4;10;2;7;3;10;2;4;3
16;2020-03-29;30;7;13;7;56;11;7;13;10;2;1;1;17;4;8;4;12;2;5;3
16;2020-03-30;35;8;13;9;62;11;9;13;6;0;2;0;20;5;8;5;14;2;5;4
16;2020-03-31;14;6;14;2;66;11;10;19;4;0;1;6;9;4;6;1;4;1;8;1
16;2020-04-01;17;7;16;2;72;12;10;21;6;1;0;2;10;5;8;1;6;1;8;1
16;2020-04-02;19;8;17;3;76;13;11;23;4;1;1;2;13;6;7;1;5;1;10;2
16;2020-04-03;18;7;21;3;80;14;11;27;4;1;0;4;11;5;10;1;6;1;11;2
16;2020-04-04;17;7;22;3;81;15;11;28;1;1;0;1;10;5;11;1;6;1;11;2
16;2020-04-05;17;6;23;5;84;15;13;29;3;0;2;1;11;4;11;2;5;1;12;3
16;2020-04-06;15;6;24;6;84;15;14;30;0;0;1;1;9;4;12;3;5;1;12;3
16;2020-04-07;12;5;26;7;84;15;15;32;0;0;1;2;6;3;14;4;5;1;12;3
16;2020-04-08;11;4;28;8;87;16;16;34;3;1;1;2;4;2;16;5;6;1;12;3
16;2020-04-09;11;4;28;8;87;16;16;34;0;0;0;0;4;2;16;5;6;1;12;3
16;2020-04-10;10;4;30;8;88;17;16;36;1;1;0;2;3;3;18;5;6;0;12;3
16;2020-04-11;13;7;30;8;88;17;16;36;0;0;0;0;6;6;18;5;6;0;12;3
17;2020-03-19;7;2;2;0;2;0;0;0;2;0;0;0;7;2;2;0;0;0;0;0
17;2020-03-20;9;3;2;0;4;1;0;0;2;1;0;0;8;3;2;0;1;0;0;0
17;2020-03-21;11;4;2;0;8;3;0;2;4;2;0;2;9;4;2;0;2;0;0;0
17;2020-03-22;12;4;5;0;10;4;0;3;2;1;0;1;9;4;4;0;3;0;1;0
17;2020-03-23;13;6;6;0;13;5;0;4;3;1;0;1;9;6;5;0;4;0;1;0
17;2020-03-24;26;6;6;0;27;5;0;4;14;0;0;0;17;6;5;0;9;0;1;0
17;2020-03-25;26;6;7;0;37;5;0;5;10;0;0;1;17;6;5;0;9;0;2;0
17;2020-03-26;36;11;15;0;65;12;0;13;28;7;0;8;22;8;8;0;14;3;7;0
17;2020-03-27;36;13;16;0;74;14;0;14;9;2;0;1;23;9;9;0;13;4;7;0
17;2020-03-28;41;16;19;1;84;19;1;17;10;5;1;3;26;11;10;1;15;5;9;0
17;2020-03-29;46;21;20;3;95;24;3;18;11;5;2;1;25;14;11;3;21;7;9;0
17;2020-03-30;61;25;21;6;112;27;6;19;17;3;3;1;36;19;12;5;25;6;9;1
17;2020-03-31;56;24;27;9;121;30;9;25;9;3;3;6;31;17;15;7;25;7;12;2
17;2020-04-01;65;24;31;10;139;33;10;29;18;3;1;4;37;17;17;8;28;7;14;2
17;2020-04-02;66;25;33;11;149;35;11;31;10;2;1;2;37;18;18;8;29;7;15;3
17;2020-04-03;74;25;32;11;161;35;11;31;12;0;0;0;44;18;18;8;30;7;14;3
17;2020-04-04;79;25;36;11;169;35;11;35;8;0;0;4;47;19;18;8;32;6;18;3
17;2020-04-05;79;25;39;13;176;37;13;38;7;2;2;3;47;18;19;9;32;7;20;4
17;2020-04-06;81;26;41;15;182;38;15;40;6;1;2;2;50;19;19;11;31;7;22;4
17;2020-04-07;89;26;46;19;199;39;19;45;17;1;4;5;55;20;21;12;34;6;25;7
17;2020-04-08;91;24;50;21;221;41;21;53;22;2;2;8;58;20;24;13;33;4;26;8
17;2020-04-09;80;23;54;21;227;41;21;58;6;0;0;5;52;19;26;13;28;4;28;8
17;2020-04-10;78;21;56;21;232;42;21;61;5;1;0;3;53;18;28;13;25;3;28;8
17;2020-04-11;79;22;57;22;239;42;22;63;7;0;1;2;52;19;30;14;27;3;27;8
18;2020-03-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2020-03-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2020-03-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2020-03-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2020-03-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2020-03-24;2;2;1;0;3;2;0;1;3;2;0;1;0;0;1;0;2;2;0;0
18;2020-03-25;7;5;1;0;8;5;0;1;5;3;0;0;4;2;1;0;3;3;0;0
18;2020-03-26;9;6;1;1;11;6;1;1;3;1;1;0;5;3;1;0;4;3;0;1
18;2020-03-27;12;4;3;2;17;6;2;3;6;0;1;2;9;3;2;0;3;1;1;2
18;2020-03-28;16;8;3;4;22;9;4;3;5;3;2;0;14;7;2;1;2;1;1;3
18;2020-03-29;18;8;3;4;24;9;4;3;2;0;0;0;16;7;2;1;2;1;1;3
18;2020-03-30;32;12;3;6;39;13;6;3;15;4;2;0;28;11;2;3;4;1;1;3
18;2020-03-31;38;14;4;8;49;14;8;4;10;1;2;1;30;13;3;5;8;1;1;3
18;2020-04-01;40;15;4;11;55;15;11;5;6;1;3;1;29;14;3;8;11;1;1;3
18;2020-04-02;38;14;7;14;61;16;14;8;6;1;3;3;29;13;4;9;9;1;3;5
18;2020-04-03;43;13;10;14;71;16;15;11;10;0;1;3;28;12;7;9;15;1;3;5
18;2020-04-04;47;16;11;15;76;18;16;12;5;2;1;1;28;13;7;10;19;3;4;5
18;2020-04-05;49;16;12;19;83;19;20;13;7;1;4;1;29;14;8;11;20;2;4;8
18;2020-04-06;55;15;14;22;96;20;23;15;13;1;3;2;30;13;8;12;25;2;6;10
18;2020-04-07;54;17;21;24;105;23;25;22;9;3;2;7;29;14;13;13;25;3;8;11
18;2020-04-08;51;15;25;26;109;23;27;26;4;0;2;4;26;12;16;14;25;3;9;12
18;2020-04-09;60;13;26;26;119;23;27;27;10;0;0;1;30;10;17;14;30;3;9;12
18;2020-04-10;66;14;30;28;132;24;29;31;13;1;2;4;32;11;19;16;34;3;11;12
18;2020-04-11;66;15;35;29;139;25;30;37;7;1;1;6;33;11;20;17;33;4;15;12
19;2020-03-19;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
19;2020-03-20;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
19;2020-03-21;1;0;0;0;4;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0
19;2020-03-22;4;0;0;1;5;0;1;0;1;0;1;0;4;0;0;1;0;0;0;0
19;2020-03-23;6;1;0;2;8;1;2;0;3;1;1;0;3;0;0;2;0;0;0;0
19;2020-03-24;12;3;0;3;15;3;3;0;7;2;1;0;9;2;0;3;3;1;0;0
19;2020-03-25;15;4;0;3;19;4;3;0;4;1;0;0;11;3;0;3;4;1;0;0
19;2020-03-26;16;6;1;3;21;6;3;1;2;2;0;1;11;4;1;3;5;2;0;0
19;2020-03-27;16;6;1;3;21;6;3;1;0;0;0;0;10;4;1;3;6;2;0;0
19;2020-03-28;29;6;1;3;35;9;3;1;14;3;0;0;19;5;1;3;10;1;0;0
19;2020-03-29;32;7;2;3;40;11;3;2;5;2;0;1;21;5;2;3;11;2;0;0
19;2020-03-30;37;8;4;3;47;12;3;4;7;1;0;2;22;5;4;3;15;3;0;0
19;2020-03-31;38;7;5;3;49;12;3;5;2;0;0;1;23;5;4;3;15;2;1;0
19;2020-04-01;39;8;8;4;54;15;4;8;5;3;1;3;23;7;6;4;16;1;2;0
19;2020-04-02;38;8;11;4;56;15;4;11;2;0;0;3;21;7;9;4;17;1;2;0
19;2020-04-03;42;8;14;4;63;15;4;14;7;0;0;3;24;7;11;4;18;1;3;0
19;2020-04-04;43;7;15;7;69;15;7;15;6;0;3;1;21;6;11;7;22;1;4;0
19;2020-04-05;42;7;16;7;69;15;7;16;0;0;0;1;20;6;11;7;21;1;5;0
19;2020-04-06;44;8;17;9;74;16;9;17;5;1;2;1;21;6;12;9;22;1;5;0
19;2020-04-07;41;8;23;11;79;17;11;23;5;1;2;6;20;5;15;11;20;2;8;0
19;2020-04-08;43;9;26;11;84;18;11;26;5;1;0;3;23;6;15;11;19;2;11;0
19;2020-04-09;44;10;29;12;89;19;12;29;5;1;1;3;24;7;16;12;19;2;13;0
19;2020-04-10;39;10;34;12;93;21;12;34;4;2;0;5;24;7;17;12;14;2;17;0
19;2020-04-11;46;12;37;13;102;21;13;37;9;0;1;3;28;9;18;13;17;2;19;0
21;2020-03-19;53;19;28;2;25;9;2;24;25;9;2;24;30;13;9;0;23;6;18;2
21;2020-03-20;82;31;37;3;64;13;3;33;39;4;1;9;41;20;14;1;41;11;22;2
21;2020-03-21;79;30;45;3;66;13;4;43;2;0;1;10;41;20;14;1;38;10;30;2
21;2020-03-22;101;31;73;4;108;23;7;70;42;10;3;27;49;21;25;2;51;10;46;2
21;2020-03-23;113;34;84;13;129;25;13;82;21;2;6;12;56;24;29;7;57;10;53;6
21;2020-03-24;114;34;106;22;171;26;22;104;42;1;9;22;62;24;37;12;52;10;67;10
21;2020-03-25;153;42;127;27;247;36;27;126;76;10;5;22;83;29;47;15;70;13;78;12
21;2020-03-26;163;40;139;32;274;36;32;138;27;0;5;12;88;27;53;17;75;13;84;15
21;2020-03-27;170;42;138;34;282;38;34;138;8;2;2;0;94;29;53;18;76;13;83;16
21;2020-03-28;202;45;155;35;334;46;35;155;52;8;1;17;113;34;59;19;89;11;94;16
21;2020-03-29;218;48;181;37;378;54;37;181;44;8;2;26;126;35;66;20;90;13;112;17
21;2020-03-30;211;46;213;37;393;55;37;214;15;1;0;33;125;35;80;20;85;11;130;17
21;2020-03-31;166;40;220;42;424;57;42;222;31;2;5;8;100;32;83;22;66;8;134;20
21;2020-04-01;190;44;244;45;480;66;45;246;56;9;3;24;118;36;90;25;72;8;151;20
21;2020-04-02;202;56;273;63;547;74;63;277;67;8;18;31;124;42;107;36;78;14;163;27
21;2020-04-03;212;62;290;67;575;80;68;294;28;6;5;17;128;45;119;39;84;17;168;28
21;2020-04-04;255;66;297;69;631;89;71;301;56;9;3;7;150;47;124;41;105;19;170;28
21;2020-04-05;259;65;307;73;653;91;75;311;22;2;4;10;148;47;130;43;111;18;174;30
21;2020-04-06;284;76;311;76;683;104;78;315;30;13;3;4;162;52;133;46;122;24;175;30
21;2020-04-07;307;79;324;83;730;111;85;329;47;7;7;14;167;53;141;52;140;26;180;31
21;2020-04-08;310;74;336;94;754;113;96;341;24;2;11;12;167;48;148;58;143;26;185;36
21;2020-04-09;290;73;364;95;763;113;97;370;9;0;1;29;155;47;161;59;135;26;200;36
21;2020-04-10;350;79;370;102;837;120;104;379;74;7;7;9;184;50;162;63;165;29;205;39
21;2020-04-11;325;72;402;106;849;120;108;411;12;0;4;32;167;47;180;66;156;25;219;40
22;2020-03-19;2;1;3;0;4;0;1;0;4;0;1;0;2;1;1;0;0;0;2;0
22;2020-03-20;5;0;3;1;4;0;1;0;0;0;0;0;2;0;1;1;3;0;2;0
22;2020-03-21;7;1;3;1;7;2;1;0;3;2;0;0;2;0;1;1;4;0;2;0
22;2020-03-22;7;1;3;1;7;2;1;0;0;0;0;0;2;0;1;1;4;0;2;0
22;2020-03-23;9;1;3;1;9;2;1;0;2;0;0;0;2;0;1;1;6;0;2;0
22;2020-03-24;11;2;3;1;14;4;1;0;5;2;0;0;3;0;1;1;7;1;2;0
22;2020-03-25;15;2;3;1;20;4;1;0;6;0;0;0;4;0;1;1;11;2;2;0
22;2020-03-26;22;4;3;1;27;7;1;0;7;3;0;0;8;2;1;1;14;2;2;0
22;2020-03-27;32;5;3;1;37;8;1;0;10;1;0;0;12;3;1;1;20;2;2;0
22;2020-03-28;34;5;6;2;43;8;2;3;6;0;1;3;11;3;4;2;23;2;2;0
22;2020-03-29;36;5;8;3;48;9;3;5;5;1;1;2;13;3;4;3;23;2;4;0
22;2020-03-30;39;5;9;3;52;10;3;6;4;1;0;1;14;3;4;3;25;2;5;0
22;2020-03-31;39;5;10;4;56;10;4;7;4;0;1;1;15;3;4;3;24;2;6;1
22;2020-04-01;47;5;13;6;69;12;6;10;13;2;2;3;23;3;5;4;24;2;8;2
22;2020-04-02;59;16;16;9;85;21;9;13;16;9;3;3;32;11;7;5;27;5;9;4
22;2020-04-03;65;17;20;9;96;21;9;18;11;0;0;5;34;12;9;5;30;5;11;4
22;2020-04-04;62;17;25;10;101;22;10;24;5;1;1;6;31;12;10;5;31;5;15;5
22;2020-04-05;70;16;25;10;109;22;10;24;8;0;0;0;33;12;10;5;37;4;15;5
22;2020-04-06;75;17;29;11;119;23;11;28;10;1;1;4;36;13;11;5;39;4;18;6
22;2020-04-07;69;13;42;13;129;24;13;41;10;1;2;13;32;10;20;7;37;3;22;6
22;2020-04-08;66;13;45;14;130;24;14;44;1;0;1;3;31;10;23;7;35;3;22;7
22;2020-04-09;64;12;49;16;136;25;16;48;6;1;2;4;30;9;24;9;34;3;25;7
22;2020-04-10;70;11;54;17;148;25;17;53;12;0;1;5;35;8;26;9;35;3;28;8
22;2020-04-11;69;12;59;18;152;26;18;58;4;1;1;5;36;9;27;10;33;3;32;8
23;2020-03-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;2020-03-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;2020-03-21;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
23;2020-03-22;1;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
23;2020-03-23;2;0;0;0;4;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
23;2020-03-24;2;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
23;2020-03-25;4;0;0;0;7;1;0;0;3;1;0;0;3;0;0;0;1;0;0;0
23;2020-03-26;4;0;0;0;9;3;0;0;2;2;0;0;3;0;0;0;1;0;0;0
23;2020-03-27;6;2;0;0;12;5;0;0;3;2;0;0;5;2;0;0;1;0;0;0
23;2020-03-28;6;2;0;0;12;7;0;0;0;2;0;0;5;2;0;0;1;0;0;0
23;2020-03-29;6;2;0;0;12;7;0;0;0;0;0;0;5;2;0;0;1;0;0;0
23;2020-03-30;8;4;0;0;14;10;0;0;2;3;0;0;6;3;0;0;2;1;0;0
23;2020-03-31;9;4;1;0;16;10;0;1;2;0;0;1;6;3;1;0;3;1;0;0
23;2020-04-01;11;4;1;0;18;10;0;1;2;0;0;0;7;3;1;0;4;1;0;0
23;2020-04-02;11;5;2;0;19;11;0;2;1;1;0;1;7;4;2;0;4;1;0;0
23;2020-04-03;11;5;2;0;19;11;0;2;0;0;0;0;7;4;2;0;4;1;0;0
23;2020-04-04;12;5;3;1;22;11;1;3;3;0;1;1;8;4;2;1;4;1;1;0
23;2020-04-05;12;5;3;1;22;11;1;3;0;0;0;0;8;4;2;1;4;1;1;0
23;2020-04-06;11;5;4;3;24;11;3;4;2;0;2;1;8;4;2;2;3;1;2;1
23;2020-04-07;13;7;5;3;25;11;3;5;1;0;0;1;10;6;3;2;3;1;2;1
23;2020-04-08;28;9;5;4;41;13;4;5;16;2;1;0;15;6;3;2;13;3;2;2
23;2020-04-09;29;10;6;4;42;13;4;6;1;0;0;1;16;7;3;2;13;3;3;2
23;2020-04-10;29;13;9;4;42;13;4;9;0;0;0;3;16;9;5;2;13;4;4;2
23;2020-04-11;31;14;9;4;44;14;4;9;2;1;0;0;18;10;5;2;13;4;4;2
24;2020-03-19;2;1;1;0;1;1;0;0;1;1;0;0;1;1;1;0;1;0;0;0
24;2020-03-20;3;3;2;0;2;2;0;1;1;1;0;1;3;3;1;0;0;0;1;0
24;2020-03-21;4;3;2;0;3;2;0;1;1;0;0;0;3;3;1;0;1;0;1;0
24;2020-03-22;6;3;2;0;5;2;0;1;2;0;0;0;3;3;1;0;3;0;1;0
24;2020-03-23;20;3;11;0;28;2;0;10;23;0;0;9;7;3;5;0;13;0;6;0
24;2020-03-24;24;4;15;0;37;3;0;14;9;1;0;4;7;4;7;0;17;0;8;0
24;2020-03-25;29;5;15;0;43;4;0;14;6;1;0;0;12;4;7;0;17;1;8;0
24;2020-03-26;33;4;16;0;49;4;0;15;6;0;0;1;12;3;8;0;21;1;8;0
24;2020-03-27;41;5;16;0;58;5;0;15;9;1;0;0;18;3;8;0;23;2;8;0
24;2020-03-28;11;5;5;0;58;5;0;17;0;0;0;2;4;3;3;0;7;2;2;0
24;2020-03-29;11;5;5;0;58;5;0;17;0;0;0;0;4;3;3;0;7;2;2;0
24;2020-03-30;11;4;5;0;59;5;0;17;1;0;0;0;4;3;3;0;7;1;2;0
24;2020-03-31;10;3;6;1;60;5;1;18;1;0;1;1;4;2;3;1;6;1;3;0
24;2020-04-01;13;4;8;1;66;6;1;20;6;1;0;2;7;3;4;1;6;1;4;0
24;2020-04-02;15;4;11;1;70;6;1;23;4;0;0;3;9;3;5;1;6;1;6;0
24;2020-04-03;20;5;11;1;75;7;1;23;5;1;0;0;12;4;5;1;8;1;6;0
24;2020-04-04;25;6;13;1;83;9;1;25;8;2;0;2;14;4;7;1;11;2;6;0
24;2020-04-05;26;6;14;1;85;9;1;26;2;0;0;1;15;4;7;1;11;2;7;0
24;2020-04-06;28;6;15;1;88;9;1;27;3;0;0;1;17;4;8;1;11;2;7;0
24;2020-04-07;26;6;20;1;92;9;1;32;4;0;0;5;16;4;11;1;10;2;9;0
24;2020-04-08;23;6;23;1;94;9;1;35;2;0;0;3;14;4;13;1;9;2;10;0
24;2020-04-09;22;6;25;1;96;9;1;38;2;0;0;3;15;4;14;1;7;2;11;0
24;2020-04-10;26;5;27;1;102;9;1;40;6;0;0;2;16;3;16;1;10;2;11;0
24;2020-04-11;24;6;32;1;104;9;1;45;2;0;0;5;14;4;20;1;10;2;12;0
25;2020-03-19;33;11;10;2;11;10;2;5;11;10;2;5;22;10;2;1;11;1;8;1
25;2020-03-20;43;15;13;4;23;11;3;5;12;1;1;0;29;14;4;3;14;1;9;1
25;2020-03-21;48;21;19;6;36;17;5;12;13;6;2;7;34;19;8;4;14;2;11;2
25;2020-03-22;63;21;20;8;60;17;8;16;24;0;3;4;37;18;9;6;26;3;11;2
25;2020-03-23;65;22;25;10;61;17;9;18;1;0;1;2;39;18;11;7;26;4;14;3
25;2020-03-24;80;26;30;11;84;22;10;23;23;5;1;5;48;22;14;7;32;4;16;4
25;2020-03-25;84;27;44;12;101;24;11;38;17;2;1;15;48;22;23;8;36;5;21;4
25;2020-03-26;84;29;52;18;116;25;17;46;15;1;6;8;53;23;24;10;31;6;28;8
25;2020-03-27;100;37;60;21;141;31;20;54;25;6;3;8;66;30;30;11;34;7;30;10
